words,p-val
just couldn,6.314723979841502
best performance,-6.314198333245956
sitting through,6.313693356326639
france,-6.313643447689395
terrible script,6.313171091537477
toilet,6.313147936394679
bad really,6.307783935978534
poorly executed,6.306507708812377
miss,-6.306252226024977
award,-6.304380614189735
crime,-6.3043134990399325
bad directing,6.303521064437987
real life,-6.302480548288145
insipid,6.297759471609379
very believable,-6.297394454842403
loneliness,-6.293082913188671
perspective,-6.292607701192413
unimaginative,6.2896075615723515
incomprehensible,6.287337932813927
original,6.286749146213086
very little,6.281854284059362
packed,-6.28046875074123
mistake,6.276187385797184
worst thing,6.271998768873132
at,6.267012819073071
that movie,6.2614445725820715
overlooked,-6.260580233102666
then there,6.260017445152881
heart warming,-6.259565052423412
contrast,-6.259290853591959
but great,-6.257864124593606
piece,6.256453282698156
ensemble,-6.253907138684621
deeply,-6.247655126725515
barbara,-6.243784463965021
exquisite,-6.243187101901211
on earth,6.232921819950032
save movie,6.231385722885628
takes,-6.231360856069502
intensity,-6.2238310699847625
sex with,6.223382558532429
left,6.223206072505029
sadly,6.221592148679833
nothing happens,6.2171546484166145
everyone,-6.216573715861684
about movie,6.216129389132094
stupid movie,6.2141267069431
jean,-6.212803177044243
age,-6.207942688723104
pay,6.205916949095061
paper,6.204420537056845
project,6.204379942576977
embarrassingly,6.202864688237551
bad films,6.197108581892471
what with,6.19111939438461
too many,6.19000392427489
movie horrible,6.188582185965543
90,6.185680121979356
weren,6.185436022165835
engrossing,-6.185202999772153
be bad,6.181714087463376
shoot,6.177015583936208
innocence,-6.176536399351947
about love,-6.175200242742435
straight,6.173574818195382
some great,-6.17207409460901
awfulness,6.170042525124326
no suspense,6.168428988254813
very realistic,-6.167746343104611
movie had,6.167399840312788
no character,6.164292406028717
so real,-6.163580685719858
to believe,6.162603646361174
just love,-6.162391205318899
far too,6.15907820545366
that will,-6.157065317171274
shows that,-6.156092620568138
viewings,-6.154155876265767
many ways,-6.152777914471892
in lives,-6.152564410465928
br oh,6.152227646760089
apparent reason,6.150080715739981
steaming,6.149612022592099
to day,-6.148859373870577
well made,-6.148289403287275
no apparent,6.148241649872148
biggest,6.147114777062716
surprising,-6.1457595730747165
deeper,-6.145169291118341
masterful,-6.142748455025441
doesn help,6.14222418218787
film noir,-6.140907951766318
to life,-6.140401804233938
whole family,-6.140016324920603
unfolds,-6.139310724274467
felt like,6.138938654164337
history,-6.137290277710846
chilling,-6.1368958558900735
even bother,6.133467010285619
movie no,6.13228925933587
so called,6.131712884903
blah,6.130067643751549
also excellent,-6.1294368467587805
impressive,-6.125656131265544
enjoyable film,-6.124014317507899
saw,-6.113135325604002
back in,-6.109243023711518
empty,6.108718741109397
any real,6.108072709662492
failed to,6.105439875453999
great characters,-6.105359072591236
running around,6.104875959259407
possibly,6.102750351457643
important,-6.102501846018342
just too,6.1015105329066825
advice,6.100250723753816
lackluster,6.099372343562224
york,-6.097254718907978
brain,6.097024877857707
headache,6.091268406682213
movie sucked,6.089949186520716
master,-6.089851321245749
called,6.087861128235332
else to,6.08700413281996
beautiful movie,-6.086741569372886
wonderful movie,-6.085334310145617
about any,6.083603006080985
will definitely,-6.083489200434682
always be,-6.081368066837481
movie seemed,6.07823340342809
can save,6.077654831684462
songs,-6.070975167232663
trite,6.070379183346894
nevertheless,-6.069009653583233
yourself favor,6.068436196920823
halfway,6.067869756598386
mystery science,6.066461454003731
in own,-6.062168328070755
save time,6.061118844557031
still very,-6.058246002197193
heart wrenching,-6.05708913468031
happy,-6.052641912700984
days,-6.049925928092228
hard to,6.047986580735072
sense,6.047397542277871
festival,-6.0472229219917875
idea but,6.046436257001939
because there,6.046362327639182
remembered,-6.044109277463788
far,6.040223081434538
at heart,-6.04016263373605
splendid,-6.039834316694795
br then,6.0359085444662455
after about,6.033863772834005
tragic,-6.033468275732506
story that,-6.033165086247919
anything to,6.0327696074804225
animated,-6.032386448283461
bore,6.032302103714753
get chance,-6.032183618335517
true to,-6.032162091534823
first off,6.030871767059129
walking around,6.030129302248831
clue,6.030025151538094
plain bad,6.029615713900674
marriage,-6.022195488328237
good but,6.0210523903005715
piece junk,6.015721808754696
deals with,-6.015621772627567
over place,6.014274411673728
screaming,6.0103972507709535
work art,-6.01005101000389
even remotely,6.008216149669943
so predictable,6.007621099511299
idiots,6.003988759705385
terrible br,6.0034458753000575
paul,-5.999555865955556
money to,5.997957189458716
two men,-5.997164423598237
high hopes,5.993922824462161
stereotypical,5.991732278310221
why do,5.991717795605541
emotionally,-5.9908894655500875
somehow,5.989893310673719
certainly,-5.986239256515811
rewarding,-5.9790112927985115
lacks any,5.978912878332625
cliche ridden,5.9787907721712035
barrel,5.978025287021034
unless want,5.977663333707214
davis,-5.970560232423915
everyone should,-5.970121436541771
turn off,5.966108051571937
cleverly,-5.965993984522239
even less,5.963199269048458
film bad,5.96266445320306
very much,-5.959949992449515
gentle,-5.9588318625738115
wasn even,5.957996710704104
hong,-5.957214174698879
hong kong,-5.956614270551172
traditional,-5.952507730904853
do yourself,5.946422550273523
poor film,5.945904541091254
others,-5.944158393835966
witty,-5.940518798471078
walter matthau,-5.9387119387690035
simple story,-5.938494525035351
story told,-5.9318576607213025
wannabe,5.9313125118439425
wonderful as,-5.928918689150807
in opinion,-5.925047116172008
deals,-5.9232749649612595
assume,5.92228394188852
might be,5.917717096847788
holes,5.91716486297656
best ever,-5.913168124862796
kudos,-5.912149257083209
makes film,-5.910644990648453
value,5.91023701487697
makes no,5.909716028762457
very impressed,-5.9074797387264155
so terrible,5.906437186534359
movie amazing,-5.903093135667623
uplifting,-5.900997296436758
also good,-5.898982296928543
tolerable,5.898976933780961
nonsensical,5.8972330058889435
travesty,5.897150916344873
wasn funny,5.8968095305211365
consequences,-5.895873902834272
eastwood,-5.890687263610658
married,-5.886838154794219
very weak,5.885183805277595
innocent,-5.884565435213272
failed miserably,5.884180516575497
rented movie,5.883651277900864
whoever,5.877411815672563
if director,5.876371870271769
even be,5.876155405150903
film festival,-5.874142037551956
to perfection,-5.872269873412609
warn,5.868097029436781
follows,-5.867884217668646
james stewart,-5.867225364167547
in role,-5.864740748060183
tiresome,5.86280850945138
love film,-5.860134606456254
role as,-5.856642778030571
no talent,5.856349200818484
best work,-5.855188879973394
to live,-5.853440140198811
forwarding,5.844352781053083
been better,5.840168300535989
shelf,5.840081623620344
academy award,-5.83967005786101
liked movie,-5.837246579972983
but why,5.837041170816068
may,-5.834893508979692
lucky enough,-5.833369499873379
direction,5.83047712729894
thrown,5.827309295941573
minutes movie,5.819042370141849
wooden acting,5.816262330710565
childhood,-5.815092366199551
mother,-5.813145382031343
yet,-5.811768942459683
simple but,-5.811509579322947
haunting,-5.80990847279696
no acting,5.809069347995566
too,5.80824719023301
movie very,-5.807668463892917
didn work,5.807325997731606
lovers,-5.807281767177387
highly entertaining,-5.806373833607826
spend,5.806330538369166
moved,-5.806051626886197
all just,5.801313311942786
stellar,-5.800331243437737
in many,-5.7999206574498325
implausible,5.798748858385737
to own,-5.798544670700398
br excellent,-5.7980807181485465
slightest,5.787862954240349
bikini,5.785243077140092
good about,5.7838664867371925
coherent,5.780905842608396
music by,-5.779805763461768
paced,-5.778422500170403
century,-5.777850098382279
on cover,5.776890387851257
don watch,5.776767369785372
terribly,5.7742491887579055
watch over,-5.771153868881896
cry,-5.769309682289818
what like,-5.76874980810577
how not,5.767990804123809
wasted in,5.766875290198284
course,-5.766616145154831
draws,-5.765687755411494
captivating,-5.764104054414014
louis,-5.762670745535814
isn funny,5.762058614830678
enchanting,-5.75957166860816
creature,5.759005517137138
totally,5.7580196742823695
offensive,5.756574434703743
impact,-5.752569551893665
par,5.746702709866233
on true,-5.744621693740443
as though,5.742716184833751
still love,-5.742184707164045
had to,5.7405857162487655
abomination,5.73532580443624
sake,5.733434122620093
time watching,5.732624541585536
early,-5.730445169982986
at times,-5.730433364732423
season,-5.729865705279748
debut,-5.729851361305041
bottom barrel,5.728808701096116
amazing job,-5.728800565415848
bad can,5.727541685212495
along,-5.725105404696521
holds,-5.724206837005509
impression that,5.722639101702385
downhill from,5.721633620537955
school play,5.719940152728121
but worst,5.719690759130788
release,-5.719671782744102
sounds like,5.713729604382994
aliens,5.711937545421775
but script,5.710519646311085
biggest problem,5.7096109354070474
happens,5.70661264697286
fast forwarding,5.701860990532744
video,5.701358239598398
badly acted,5.698761100866007
on plus,5.698199124595275
too much,5.697500162383919
unlikable,5.695898837423768
kidding,5.692875285893079
insight into,-5.690523336722552
enthralling,-5.69000858034084
simply not,5.689777951327537
nothing good,5.688722194824309
poorly made,5.686105939037827
macy,-5.6844060370137734
too long,5.684333805802682
come up,5.68336785429158
today as,-5.683120646474459
stick,5.680302297016832
should stick,5.68028397430615
bad to,5.6787981235135705
sometimes,-5.678241529939981
pretty much,5.677150103317257
when first,-5.6723285023828645
generic,5.671824231192418
norris,5.671812114342454
goes nowhere,5.668331967685221
unintentionally funny,5.66794080784588
main character,5.66763867577761
money time,5.666832296244874
portrait,-5.665751806129176
film excellent,-5.661583426260977
cast excellent,-5.657490207344138
entire,5.656338794081262
movie waste,5.655465705657961
funny or,5.6540849495210015
deserves,-5.653569389214303
images,-5.652982813870101
real people,-5.6523518083411535
threw,5.651430072283331
stupid plot,5.646598390859858
ideal,-5.644870884629308
that only,5.643029705231833
absolute worst,5.642902343987443
absolutely horrible,5.636905996254677
desire,-5.636728039249696
known,-5.636136025789517
retarded,5.635790035137017
let down,5.634618111428641
overacting,5.633471468865944
steals show,-5.632355117472384
begin,5.631126091417357
no wonder,5.630741075148516
spent on,5.630430443554819
clue what,5.627413342598325
something better,5.625991678400041
heartbreaking,-5.624403456509388
very best,-5.623959639291518
had nothing,5.623378184577976
call that,5.623275500263468
could not,5.622755012643963
film ever,5.622087337282666
cash,5.622062104067198
subsequent,-5.62146513734024
worse acting,5.615538473060912
not make,5.6153217707996115
strength,-5.614394792182026
great too,-5.613651197352327
living,-5.610567749028136
downright,5.610199323421835
hopes,5.609855917364095
powell,-5.60938379607157
well directed,-5.609194243358191
flimsy,5.606161573184801
elegant,-5.6057169122829364
br,5.6038278381496545
just seemed,5.60314018627238
dreck,5.597299155523673
amazing film,-5.596967782605389
dude,5.5957354601924125
even make,5.594806172585388
soviet,-5.594751344037717
stunk,5.593439758058984
get better,5.593265063025581
plot no,5.592744279818874
fi channel,5.592720329396354
but nothing,5.591633155888025
not much,5.588698502258883
what disappointment,5.588652683169072
only positive,5.584387221215507
touch,-5.583949001204125
older,-5.579586550429022
truly,-5.579364032457933
makes great,-5.579138979716077
movie looks,5.577353997461663
to turn,5.575195714993858
collection,-5.57300813923171
all br,5.571286722909703
as always,-5.570410429760908
steals,-5.569962282555105
bad just,5.564906184212333
as best,-5.562174996605892
badly made,5.561565391230732
wasted on,5.5603363514659465
some guy,5.55844577757306
walk out,5.55688771645606
wood,5.556859762562211
captivated,-5.5545787961269015
fails on,5.553312660888264
to laugh,5.553233534937261
full holes,5.549939057724374
also shows,-5.548338748542964
won,-5.546417383223271
to save,5.546094755398639
throughout,-5.544192210360107
thoroughly,-5.543137475130036
achievement,-5.5417064729471095
stupid br,5.541593800609046
great music,-5.5413884167931755
dancing,-5.540063049106639
truth,-5.539770133643524
not br,5.539435473651879
sounds,5.538735411262728
bad music,5.537618868210757
without any,5.536028748283107
twists,-5.5337873600367695
to rent,5.532770213708671
far best,-5.532540526592742
whatever,5.5316448474041575
watching paint,5.531342105001144
to like,5.529603807246208
into world,-5.5295311875283595
didn make,5.5286173353428865
franchise,5.527061611530749
terrible as,5.52669976885235
about only,5.526128119333271
warming,-5.526038907334699
plot bad,5.526011032860819
waste film,5.525641388050223
redeeming features,5.52548629565472
once,-5.524103765044763
no substance,5.524101868169103
science theater,5.523772530767572
first place,5.522162306917604
muddled,5.5182894471108535
country,-5.518125112354859
spot on,-5.517659184695123
stories,-5.515218555807559
most beautiful,-5.514932875355925
sharp,-5.513885087240953
to sleep,5.513330106106396
but sadly,5.51325906463212
how awful,5.513216169041822
could made,5.512110807768171
bomb,5.511873951275603
movie only,5.509865328196982
show,-5.5089649488302594
light,-5.50731029334306
story about,-5.506794779086489
falls flat,5.505093448342804
events,-5.505061037980629
do better,5.5030021894165655
awful that,5.502116481929986
annoyed,5.501700008104656
should see,-5.500897069732485
boring br,5.497799343600949
br br,5.497186090130697
available on,-5.497029783114316
what,5.49652034673648
flop,5.495813829107692
started,5.495290917657748
fun movie,-5.493106735908196
torture,5.491636784241678
still good,-5.49155207898717
academy,-5.488257128059766
makeup,5.486380693628454
don know,5.478989854546858
soon,-5.478020094760456
shame,5.476728348081426
gets worse,5.476017711965346
william macy,-5.476010400535993
why does,5.474672584197
acting atrocious,5.474648898178841
awful as,5.472584619840418
dream,-5.472231407333724
or money,5.472130659977091
expertly,-5.470708190704245
fact,5.469380342794689
if don,-5.4688165306702725
kelly,-5.465578230767693
stands,-5.465458731217045
magical,-5.46469668513321
play,-5.463762272189872
international film,-5.462812822907549
vampires,5.460600192086995
love show,-5.45820470015408
england,-5.457700221072692
holds up,-5.456308826699647
illogical,5.455495855821155
explain,5.453505539674007
nothing new,5.4533144903385855
br there,5.450311334734705
only complaint,-5.449239161824018
script bad,5.446920931020399
holly,-5.445952383688638
ed,5.44196630562588
if movie,5.44117923882965
excuse film,5.440694331658396
saw film,-5.439556665348819
simply amazing,-5.438918045039994
slow motion,5.437626057219113
anyone would,5.4367597913756525
think best,-5.435171073139174
excuse movie,5.433898553705255
disgrace,5.432661426729605
that director,5.431770356487113
to start,5.430324597008352
more films,-5.429997417100563
in first,5.429963027486843
life watching,5.429437779878412
film great,-5.423687598714048
wonderful job,-5.422999721175153
hype,5.422581722522478
as child,-5.420176313148407
start,5.420114901933909
but unfortunately,5.417407851894402
culture,-5.411493423568665
or dvd,-5.410595463676615
strengths,-5.408897181814744
troubled,-5.4085699364224915
battle,-5.406675812635614
can call,5.406511281553818
but bad,5.405934927286374
bit too,-5.405363666560681
thanks to,-5.40396496704586
styles,-5.403002112591025
on back,5.394334643959282
absolutely awful,5.3942748151246125
strongly,-5.393913151465849
helps to,-5.393863013342298
cannibal,5.392461647321601
greater,-5.386395823986838
frank,-5.386259789854717
problem that,5.385125802354718
great show,-5.3845923195198715
got,5.38275661832302
no point,5.382406191075486
senseless,5.382187670203759
surreal,-5.380125207547661
mesmerizing,-5.379298873222682
without being,-5.379292824697961
show with,-5.378752966749152
ripped,5.377489014307695
dear,5.377070110891114
just horrible,5.376787831517593
mood,-5.371068069309504
to expect,-5.368980391384118
favor,5.367265414678556
sounded like,5.365749783282514
tells story,-5.36363255832611
carries,-5.362985200898951
recommend movie,-5.361351967067086
movie plot,5.361007015808178
storyline,5.360681774598535
good too,-5.360082610790324
fine job,-5.359813279746287
celluloid,5.3580379743411095
sub,5.357828759660134
lemmon,-5.357149874923866
comedies,-5.356780368734607
vivid,-5.356307467393709
each time,-5.3559359120813115
boring not,5.354741437588496
dud,5.353457070996796
preposterous,5.353393401095202
filmmakers,5.35325260509014
to been,5.352983987085007
thing can,5.352336643526349
awake,5.351251004838457
movie best,-5.3491413067822045
bad horror,5.348919925272412
imdb,5.341641015744402
unfortunately that,5.340670507706605
slow but,-5.340349249830359
explanation,5.338968428444453
couldn stand,5.335011885217817
many years,-5.333135393629079
to find,-5.331904448501014
teeth,5.331385825911134
excellent br,-5.329797568530734
delicate,-5.327967345759676
why even,5.32655421896972
along way,-5.323869239524358
unbelievably,5.323004688234367
light hearted,-5.322378186417918
on shelf,5.321486190881747
definitely best,-5.320107550000702
dealing with,-5.319774904338985
creates,-5.319655092155299
richard,-5.31928583953867
logic,5.318678324536484
mann,-5.3175950094041475
dreams,-5.3164306027752435
never forget,-5.3159082174729555
blah blah,5.314581380372919
no excuse,5.3110495648257015
growing,-5.310342177357395
will keep,-5.30892838789453
with awful,5.308529525110688
stupidest,5.308397438606057
documentary,-5.306313123590338
or lack,5.3058272748071795
while,-5.3052318292438505
plain awful,5.30256795733531
shorts,-5.301747482355952
heartwarming,-5.301669356027914
ham,5.300449206744002
also love,-5.299284789765743
danny devito,-5.298855661102554
surprise,-5.297347691406703
something like,5.2969186015250145
motions,5.296826711574548
mouth,5.294226214831752
been done,5.293896320495118
movie fails,5.289638831637841
won regret,-5.288341207671693
love that,-5.286484808263326
tears to,-5.284719567381928
score,-5.284201179270158
streets,-5.283333087207662
nothing else,5.281177899504991
to those,-5.280411789622322
worse br,5.28040704016579
lower than,5.276432339596819
better to,5.275077409096947
see more,-5.273419158532734
so obvious,5.2732639316761505
br let,5.273169781154392
3000,5.271776423191834
suspenseful,-5.271158857925582
young man,-5.270541016259035
eisenstein,-5.2705048064389635
english subtitles,-5.269328633905534
film best,-5.2682831224617885
all that,5.268069042719349
finds,-5.267932643085323
or interesting,5.267810061811728
45 minutes,5.267243118845933
semblance,5.2657122695113765
theater 3000,5.264986110290685
look forward,-5.26488673267292
situation,-5.264813225961213
no purpose,5.264356157298373
nice,-5.263815287962462
about life,-5.262516176910723
mess br,5.259952671386044
loves,-5.25936433014513
william,-5.25886615723259
widescreen,-5.258253692672588
cannot,5.256961753284185
drags on,5.2558543954545645
complete lack,5.251638125776631
not scary,5.250590406950923
cast great,-5.250323464523391
could possibly,5.249825920171341
better off,5.248716618537474
huge disappointment,5.247131082003832
wouldn recommend,5.246514487109535
oscars,-5.245976502930373
hope to,-5.244510930892361
must be,5.242686905260597
song,-5.2421557085323185
humanity,-5.2411678587778585
as ever,-5.2407696236637
quite possibly,5.239517821089179
not everyone,-5.239062648842697
film awful,5.238958545215463
no action,5.237877732354796
try,5.2357288937116175
again again,-5.235467643563723
torn,-5.23313657467878
but then,5.232552353975479
anyone interested,-5.228679098603418
first 15,5.228559694116482
that saying,5.227994918658858
make good,5.224712478213427
don believe,5.224418630024126
harry,-5.2234707355259165
in best,-5.2234074482876345
feel,-5.218645987020951
accents,5.218461737637628
action packed,-5.2178940110235
year,-5.217324443550737
nothing special,5.214152095833698
pretty poor,5.213667923677239
particular,-5.213318456327352
more boring,5.212804386368316
music in,-5.212478814202298
interesting or,5.211358277481825
how did,5.210979899634525
next time,5.209506181614219
greatly,-5.209058084186883
should known,5.208011106654109
tender,-5.207210556416796
load,5.206402462203724
satisfying,-5.203339388178949
badness,5.202826079616159
choppy,5.201273730371324
best ve,-5.199962446208082
affecting,-5.199848512007364
superb acting,-5.196306798303906
save film,5.196013574831258
moved by,-5.1952110975230195
overall great,-5.192765997934679
stolen from,5.192153675497376
awful but,5.190662384672788
talentless,5.185867647754571
buster,-5.1855517106621996
script so,5.184615276257614
shot,5.183011398388739
kudos to,-5.182571461252345
kept waiting,5.182089714744389
any worse,5.180770819572987
redeeming feature,5.17741679135738
thinking that,5.176803528959444
just enjoy,-5.174670858631159
get copy,-5.1736162007442825
glad,-5.172530298241477
miserable,5.17220166384113
jimmy stewart,-5.169931978873071
better script,5.169303374013729
exceptional,-5.168663747445223
blown away,-5.167494676479603
physical,-5.166946548780699
like just,5.165862977219866
walter,-5.165157341690949
breath fresh,-5.1651275944324295
minutes or,5.163799390615407
quite well,-5.163521087135729
unless re,5.162466893230574
sisters,-5.162415662961167
so ever,5.162074910530083
hearted,-5.161947747569553
surprisingly good,-5.1597824438402045
agreed to,5.158954507342714
much more,-5.158748517750633
family br,-5.157350422251651
betty,-5.154410875609568
big disappointment,5.151678310219071
instead get,5.15100006303584
hideous,5.148796302026957
blew away,-5.14859636844343
result,5.146863013312593
really no,5.145823777724635
inconsistent,5.145355195581303
best show,-5.14506039103606
brazil,-5.14297000851294
let alone,5.141937572011718
even though,-5.140885094775627
alright,5.139286884787374
reviews,5.137300133387439
more so,-5.132665229703258
would rather,5.130992493936077
marvellous,-5.130933338307704
these two,-5.129949793030949
great chemistry,-5.129722758582298
film lacks,5.126325630246842
hitchcock,-5.125883410911754
about hour,5.123953821669686
any sort,5.123224806870908
learns,-5.122734013212689
social,-5.119720719365363
each character,-5.1186180544221065
up being,5.117576045330062
isolation,-5.117169759404156
transcends,-5.11684374277683
quickly,5.115648268335068
first half,5.115276763722026
deserve,5.11516816453227
depiction,-5.112081809949674
did not,5.111348479628793
love in,-5.111274429155537
film will,-5.110214882934585
mature,-5.109006942350418
awful script,5.10660279689404
been warned,5.1053167281488285
in heart,-5.104921932151275
moving film,-5.104368116380117
crappy movie,5.10389170864366
characters great,-5.103744525743282
really don,5.1020656890393585
most important,-5.100481738214697
there really,5.100251305853323
br bad,5.100236577535984
story with,-5.09851567871648
tasteless,5.097008004224817
movie complete,5.096458641065816
acts like,5.095467223850219
brought to,-5.095416026894891
semi,5.095367264855979
dreary,5.095085824056567
restored,-5.095057482808151
probably best,-5.094824942002315
by numbers,5.094128170354402
in least,5.092887343340881
relaxed,-5.090659037014708
film terrible,5.090132946768029
moron,5.090000472012768
does nothing,5.089561279897215
story just,5.089246778024281
another great,-5.088744370689895
well together,-5.086798129546881
if must,5.08502629779193
children,-5.083722414685176
give,5.083640331515082
really nothing,5.082879967246744
thinking when,5.080508219462826
get started,5.080097441440717
pulls,-5.079870989149061
watchable but,5.079399608471117
ll love,-5.078929463112178
so horrible,5.076846711678109
explained,5.076469432131774
bad not,5.076173835296286
to call,5.075869958821995
not recommended,5.075116922076072
in new,-5.074987125834384
sense whatsoever,5.07479246234571
there not,5.073734403076457
just don,5.073124928128194
little slow,-5.07240047250775
steaming pile,5.071250490536557
performances as,-5.0712045425679
be cool,5.070673751836109
well paced,-5.067579175425624
devito,-5.067240377605635
br although,-5.067225793573556
am sorry,5.066604030224541
plot that,5.065682685765746
not single,5.064248835220835
rupert,-5.064003969444094
revolting,5.063624877787349
not perfect,-5.059860856769298
bad good,5.058406484566641
wondering,5.057448839777348
masterfully,-5.056988365797109
to point,5.056806435936487
1940,-5.0561610448885554
well with,-5.0560271864798585
dirty,-5.055842570532993
in whole,5.055753547791499
no where,5.054948895052774
isn worth,5.054256217404454
passion,-5.053900280321316
acting to,5.053103447022188
musicians,-5.052810570242392
felix,-5.050119596614432
movie br,5.049958152231686
unnatural,5.048546706659077
twists turns,-5.048050836577222
half hour,5.047885197665484
good points,5.045120553354601
be some,5.044988244363588
on imdb,5.044451366641782
fears,-5.044397497640938
bad if,5.043552477676129
seems like,5.042482917115959
cue,5.042307763795564
study,-5.042143639836106
bittersweet,-5.0412685516429825
pile crap,5.040871893721919
very annoying,5.040640179314212
rather watch,5.040543696228934
ever got,5.040300701460616
exposition,5.0398158183727615
murder,-5.039716168782578
totally unbelievable,5.038960724539712
barbara stanwyck,-5.036894689398779
true love,-5.036742059575687
worth seeing,-5.03381735082618
get back,5.033108003624764
somewhere,5.033003586008427
remains,-5.029129223181587
ruined by,5.027807104807524
over years,-5.027503707486447
most memorable,-5.0267648596249455
grew,-5.025685338117594
bible,5.025614502334617
nor,5.0250504709776544
years old,-5.022871275574766
film works,-5.022202170868364
hacks,5.021859192577331
nonetheless,-5.021608037070484
bad so,5.020862428870119
power rangers,5.020550682506495
run around,5.0202935333390055
shared,-5.018479804594776
deal with,-5.018455798086749
shame on,5.017621822891197
excellent acting,-5.0175936634934235
gene kelly,-5.017281682828444
horrible br,5.016692733270969
europe,-5.015297391899656
plodding,5.014663827382278
must been,5.014643479987558
strongly recommend,-5.014431096554416
played by,-5.013697144697646
madsen,5.013595450348876
trip,-5.011948183027891
not seen,-5.011831633529011
turd,5.0102452175610965
by great,-5.010240155151519
takes on,-5.008868337742465
horrible horrible,5.007536917231101
these people,5.006381616843077
lost interest,5.00593139280179
waste celluloid,5.005594759080391
fooled,5.0046497709298325
affection,-5.0020568690175535
stink,5.000355359188342
redeem,4.9976440120990855
dance,-4.996267085406587
been interesting,4.996029952337695
so poor,4.996008555564458
hearts,-4.994704217087197
so bored,4.994409619793033
moments,-4.993929652821831
imaginative,-4.99353117267107
whatsoever br,4.993159280000679
whole film,4.992724860086139
be seen,-4.990443592027758
best supporting,-4.990116535597479
portraying,-4.988547022761049
give break,4.9869767311612305
totally wasted,4.986684448271168
film just,4.9859418329667875
call,4.985730703448399
but execution,4.985704830262059
hardly,4.984613034055042
john ford,-4.983913253738018
about minutes,4.982371401120567
secondly,4.9788142454649185
absolutely brilliant,-4.97802001452914
decided,4.976244605916076
lower,4.975426548000821
every level,4.975413844968578
had no,4.975309111657496
wider,-4.97518291208943
future,-4.9719519105950205
wearing,4.9708957702877905
novak,-4.970049041525432
really disappointed,4.969985594731136
works well,-4.969129148988931
total lack,4.9641969762790366
20th,-4.9641588593392285
30,4.963805683498336
in great,-4.963458205283068
lazy,4.962058274821787
then why,4.9606137634311915
forward button,4.959441601088647
moronic,4.957766914501218
layered,-4.957716943008058
hoped,4.957377952548232
salvage,4.957195645722913
mildly amusing,4.95453447749224
raines,-4.954520678427771
bored to,4.952962573314284
rory,-4.950845115311151
movie but,4.950601871652784
sorry to,4.95008343564585
as great,-4.9490848000612075
having sex,4.948981893799475
winner,-4.946847401943442
so disappointed,4.945383801318606
what little,4.945168641012354
br only,4.943757027079526
br unfortunately,4.941991253860254
none these,4.941384155639819
enough to,4.940971201600562
from outer,4.94019194676166
ford,-4.9401915756714265
american,-4.939518376057062
international,-4.938421919956173
even close,4.938214129270973
mean really,4.937297325407204
couldn believe,4.93646304180869
must watch,-4.936420478525136
wow,4.936209486350899
but failed,4.935932477342714
robert,-4.935375452543513
devotion,-4.934827530984236
or even,4.932992350004701
ten minutes,4.930580332369873
very dull,4.9292764185221
stupid as,4.926317556096514
weaknesses,-4.9255882228951675
rangers,4.925119813851782
deep,-4.924876377227342
really poor,4.922860781294219
at worst,4.922641571175889
really well,-4.921907076419525
something to,4.921320642530802
lamest,4.919991023938783
mummy,4.919940110530479
why anyone,4.9196408898728725
fest,4.919265728306367
that acting,4.917176580668202
until,-4.916108560857932
film shows,-4.915263437297526
very worst,4.914704074019293
right amount,-4.909807748161619
top form,-4.908798853997176
poorly directed,4.905909922579359
dirty harry,-4.904555423492771
woeful,4.904383682128807
inaccurate,4.902549467901196
waiting something,4.902390529803078
snakes,4.901468822938784
courage,-4.901444457434694
possible,4.90085876949434
really terrible,4.899343417764904
miyazaki,-4.899011857108047
dealing,-4.898574456003623
fresh air,-4.897254606230889
overall good,-4.8959406476201845
fun film,-4.895402402517219
good either,4.895217656085875
any good,4.89362457575047
heartfelt,-4.8935278510478675
positive reviews,4.893491787005243
must,-4.893017216997436
script to,4.891959241037662
plain stupid,4.891680984459266
grand,-4.8907947705790615
to no,4.890449548362284
showed,-4.890206253764865
very interesting,-4.889137887860339
hackneyed,4.888050995914937
how well,-4.887690704501839
nothing interesting,4.887430614491915
way through,4.887262603670151
paid to,4.884494367501715
claude van,4.882688826234665
cheated,4.8822105823833475
issues,-4.881404886028688
voice over,4.880973246492545
frankly,4.880846514062773
sex scenes,4.879618518767267
most underrated,-4.878505443040784
movie unless,4.877180319650729
fantastic film,-4.875948920142318
manos,4.874977898335547
glorious,-4.874710635532879
makes feel,-4.874138763828103
well br,-4.873493141092122
very strong,-4.872348804173244
killings,4.872219600082272
style,-4.871582289525442
ahead time,-4.871472710588603
dollar,4.87108574561739
bitter,-4.870007132712523
sick,4.867654942855717
rental,4.8676391478238195
influential,-4.867341386476182
able,-4.865605214308677
visual,-4.865523823951917
actors great,-4.864440092007352
had never,-4.863960298677608
sister,-4.863810955829331
been made,4.861119980604807
spend money,4.860297420783804
misfortune to,4.859704695700241
what could,4.858997052629225
poor excuse,4.858960520845811
weak plot,4.85665447350584
eerie,-4.855607241901017
seen better,4.853998695354942
better spent,4.853926429761745
completely unbelievable,4.853859275678684
started out,4.852223336296034
no tension,4.851264327142289
germany,-4.850818264256807
worse by,4.850389531717183
scripts,4.848984464995147
nonexistent,4.848867443678047
bottom 100,4.8480903980019825
book,4.846892830854831
falls,4.846635383910564
subjected to,4.846129312887795
